7/16/2024,24:38.2,3455.45,4890.99,116.74,2.2977,114.7,126.22,0,60.016,268.2,0.4276,1.574923,1.393438,4889,15.175,0,60.1,3,Starting Draw after Cutout.... 0.500 13616 2.404 2.994 3.000 ,121.333332,57.619822,58.395919,102.199997,68.900002,27.099,2.99,7.41,0.015,0.033,0,24.927726,8.342607,57.773926,226.045125,405.109689,48.560376,7.050616,151.899185,3.009,27.289,0,0,123.300003,122.699997,121.466667,120.699997,119.599998,120.233332,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.63,29.346,69.49,37.455,36.766,100.085,NatG-1,39286.4592,106946.2348,,1062,906.39,37.504211,32.008891,68.199997,7.41,29.318,0.980018,0.984466,0.995482,0,37.144323,31.369291,39690.71785,33519.78423
7/16/2024,24:39.6,3457.45,4892.38,116.69,2.2959,114.7,126.27,0,60.014,267.9,0.428,1.578989,1.394721,4890,15.175,0,60.2125,3,Starting Draw after Cutout.... 0.358 13635 2.409 2.988 3.000 ,121.355555,57.615828,58.39796,102.199997,68.900002,27.168,2.987,7.43,0.017,0.032,0,24.928623,8.342597,57.776604,226.616761,405.109689,48.560376,7.05172,151.899231,3.01,27.358,0,0,123.300003,122.666664,121.5,120.699997,119.666664,120.300003,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.435,36.746,100.1,NatG-1,39265.08812,106962.2631,,1074,906.81,37.927988,32.023723,68.199997,7.43,29.319,0.980099,0.984466,0.995565,0,37.148162,31.386428,39694.82041,33538.09565
7/16/2024,24:41.1,3458.45,4893.88,116.71,2.2968,114.7,126.32,0,60.013,268.1,0.4278,1.57837,1.395339,4892,15.175,0,60.2375,3,Starting Draw after Cutout.... 0.500 13638 2.410 2.987 3.000 ,121.388889,57.614793,58.365307,102.166664,68.900002,27.242,2.987,7.41,0.02,0.033,0,24.927118,8.342703,57.760254,227.23768,405.109689,48.560376,7.054753,151.899033,3.009,27.433,0,0,123.366669,122.666664,121.5,120.733332,119.766668,120.300003,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.458,36.769,100.115,NatG-1,39289.66486,106978.2914,,1074,907.23,37.927988,32.038555,68.199997,7.41,29.318,0.980018,0.984466,0.995482,0,37.151186,31.398363,39698.05118,33550.8488
7/16/2024,24:42.2,3459.45,4895.01,116.76,2.2989,114.8,126.37,0,60.012,268.4,0.4278,1.579147,1.395255,4893,15.175,0,60.2375,3,Starting Draw after Cutout.... 0.352 13638 2.410 2.987 3.000 ,121.450002,57.615385,58.322449,102.099998,68.900002,27.301,2.988,7.43,0.022,0.029,0,24.919276,8.342944,57.730541,227.725736,405.109689,48.560376,7.054827,151.898987,3.008,27.492,0,0,123.400002,122.800001,121.566666,120.833336,119.800003,120.300003,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.49,37.418,36.733,100.129,NatG-1,39251.19692,106993.2512,,1080,907.65,38.139876,32.053387,68.199997,7.43,29.319,0.980099,0.984466,0.995565,0,37.151803,31.415502,39698.71022,33569.1628
7/16/2024,24:43.7,3461.45,4896.43,116.75,2.2994,114.9,126.4,0,60.013,268.5,0.4281,1.576411,1.395375,4894,15.175,0,60.2125,3,Starting Draw after Cutout.... 0.249 13635 2.409 2.988 3.000 ,121.505557,57.614201,58.287755,102.099998,68.900002,27.369,2.989,7.45,0.022,0.029,0,24.916144,8.343025,57.722183,228.293334,405.109689,48.560376,7.054125,151.898956,3.008,27.56,0,0,123.433334,122.833336,121.599998,120.966667,119.833336,120.366669,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.49,37.395,36.71,100.141,NatG-1,39226.62017,107006.0738,,1074,907.995,37.927988,32.065571,68.199997,7.45,29.318,0.980115,0.984466,0.99558,0,37.148407,31.427943,39695.08156,33582.45652
7/16/2024,24:45.1,3462.45,4897.88,116.72,2.2969,114.6,126.45,0,60.012,268.1,0.4274,1.582263,1.39599,4896,15.175,0,60.1875,3,Starting Draw after Cutout.... 0.351 13631 2.408 2.990 3.000 ,121.555556,57.610947,58.279591,102.099998,68.900002,27.44,2.992,7.45,0.035,0.026,0,24.935323,8.342684,57.763069,228.888169,405.109689,48.560376,7.05326,151.89888,3.01,27.632,0,0,123.5,122.800003,121.633331,121.066666,119.933334,120.400002,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.49,37.392,36.706,100.156,NatG-1,39222.34596,107022.1022,,1074,908.4,37.927988,32.079873,68.199997,7.45,29.318,0.980115,0.984466,0.99558,0,37.142636,31.441961,39688.91521,33597.43556
7/16/2024,24:46.2,3463.45,4899,116.73,2.298,114.8,126.49,0,60.012,268.3,0.428,1.580722,1.395614,4897,15.175,0,60.15,3,Starting Draw after Cutout.... 0.500 13624 2.406 2.994 3.000 ,121.577778,57.605917,58.285714,102.099998,68.900002,27.5,2.995,7.43,0.024,0.026,0,24.976138,8.342584,57.774971,229.386291,405.109689,48.560376,7.052074,151.899017,3.015,27.692,0,0,123.5,122.800003,121.666664,121.099998,120,120.400002,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.48,37.431,36.743,100.17,NatG-1,39261.88246,107037.0619,,1068,908.85,37.7161,32.095765,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.135293,31.455983,39681.06913,33612.419
7/16/2024,24:47.7,3465.45,4900.42,116.77,2.2995,114.9,126.52,0,60.013,268.5,0.4279,1.578169,1.395136,4898,15.175,0,60.1125,3,Starting Draw after Cutout.... 0.250 13618 2.404 2.995 3.000 ,121.577777,57.599704,58.291836,102.099998,68.900002,27.569,2.998,7.42,0.026,0.024,0,25.023581,8.342462,57.793621,229.965913,405.109689,48.560376,7.052531,151.898926,3.021,27.762,0,0,123.5,122.733332,121.666664,121.099998,120.066666,120.400002,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.48,37.435,36.746,100.182,NatG-1,39265.08812,107049.8846,,1074,909.195,37.927988,32.107949,68.199997,7.42,29.318,0.980042,0.984466,0.995507,0,37.131224,31.467147,39676.72079,33624.34802
7/16/2024,24:49.1,3466.45,4901.9,116.74,2.2979,114.7,126.57,0,60.013,268.3,0.4276,1.576178,1.391982,4900,15.175,0,60.075,3,Starting Draw after Cutout.... 0.500 13613 2.403 2.998 3.000 ,121.627776,57.594231,58.289795,102.099998,68.900002,27.641,3.001,7.43,0.028,0.023,-0.001,25.060238,8.342262,57.816944,230.563496,405.109689,48.560376,7.052493,151.899048,3.025,27.834,0,0,123.566666,122.699997,121.733332,121.166664,120.133331,120.466667,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.344,69.48,37.445,36.756,100.197,NatG-1,39275.77366,107065.9129,,1074,909.645,37.927988,32.12384,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.131271,31.483499,39676.77113,33641.82085
7/16/2024,24:50.2,3467.45,4903.01,116.72,2.2966,114.7,126.62,0,60.013,268.1,0.4278,1.576113,1.392049,4901,15.175,0,60.0625,3,Starting Draw after Cutout.... 0.249 13611 2.403 3.001 3.000 ,121.638888,57.591864,58.27551,102.099998,68.900002,27.701,3.002,7.45,0.029,0.02,0,25.067616,8.342113,57.83567,231.061497,405.109689,48.560376,7.053901,151.899139,3.026,27.894,0,0,123.599998,122.699997,121.800003,121.199997,120.033333,120.5,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.63,29.346,69.48,37.435,36.746,100.211,NatG-1,39265.08812,107080.8726,,1080,910.065,38.139876,32.138672,68.199997,7.45,29.318,0.980115,0.984466,0.99558,0,37.133781,31.499591,39679.45319,33659.01606
7/16/2024,24:51.7,3469.45,4904.48,116.74,2.2979,114.6,126.67,0,60.013,268.3,0.4274,1.576004,1.392325,4903,15.175,0,60.075,3,Starting Draw after Cutout.... 0.250 13612 2.403 3.003 3.000 ,121.666666,57.594379,58.255102,102.099998,68.900002,27.775,3.003,7.45,0.033,0.019,0,25.05515,8.342016,57.847603,231.671226,405.109689,48.560376,7.053322,151.899109,3.025,27.968,0,0,123.599998,122.699997,121.800003,121.233332,120.099998,120.566666,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.344,69.48,37.451,36.763,100.227,NatG-1,39283.25354,107097.9695,,1080,910.5,38.139876,32.154034,68.199997,7.45,29.318,0.980115,0.984466,0.99558,0,37.137973,31.514647,39683.93271,33675.10467
7/16/2024,24:53.2,3470.45,4905.92,116.74,2.2979,114.7,126.7,0,60.012,268.3,0.4276,1.575743,1.389926,4904,15.175,0,60.1,3,Starting Draw after Cutout.... 0.396 13616 2.404 3.002 3.000 ,121.677776,57.600592,58.244898,102.099998,68.900002,27.842,2.999,7.41,0.036,0.019,0,25.025514,8.342278,57.814716,232.240813,405.109689,48.560376,7.053745,151.899139,3.021,28.037,0,0,123.599998,122.699997,121.800003,121.199997,120.166664,120.599998,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.48,37.405,36.716,100.238,NatG-1,39233.0315,107109.7236,,1074,910.815,37.927988,32.165158,68.199997,7.41,29.318,0.980018,0.984466,0.995482,0,37.14544,31.522436,39691.91114,33683.42796
7/16/2024,24:54.6,3472.45,4907.38,116.73,2.2979,114.8,126.75,0,60.011,268.2,0.4279,1.572914,1.391416,4905,15.175,0,60.1625,3,Starting Draw after Cutout.... 0.348 13626 2.407 2.996 3.000 ,121.727777,57.608136,58.234694,102.099998,68.900002,27.913,2.993,7.43,0.037,0.018,0,24.985551,8.342118,57.838535,232.835572,405.109689,48.560376,7.053961,151.899155,3.016,28.109,0,0,123.633331,122.933332,121.800003,121.266668,120.099998,120.633331,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.48,37.425,36.739,100.252,NatG-1,39257.60824,107124.6833,,1074,911.25,37.927988,32.18052,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.153686,31.539049,39700.72291,33701.1793
7/16/2024,24:55.7,3473.45,4908.5,116.68,2.2952,114.5,126.8,0,60.012,267.8,0.4277,1.574852,1.390384,4907,15.175,0,60.2375,3,Starting Draw after Cutout.... 0.500 13639 2.410 2.992 3.000 ,121.761111,57.614645,58.232653,102.099998,68.900002,27.972,2.991,7.43,0.038,0.015,0,24.944815,8.342007,57.850304,233.325207,405.109689,48.560376,7.055897,151.899261,3.011,28.168,0,0,123.633331,123.033333,121.800003,121.300003,120.099998,120.699997,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.48,37.405,36.716,100.268,NatG-1,39233.0315,107141.7802,,1068,911.67,37.7161,32.195353,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.161107,31.553585,39708.65256,33716.71236
7/16/2024,24:57.1,3474.45,4909.92,116.69,2.2954,114.5,126.83,0,60.012,267.9,0.4275,1.5738,1.391379,4908,15.175,0,60.25,3,Starting Draw after Cutout.... 0.500 13640 2.410 2.991 3.000 ,121.794445,57.619379,58.22449,102.099998,68.900002,28.04,2.994,7.43,0.038,0.015,0,24.924133,8.341854,57.867912,233.891241,405.109689,48.560376,7.056503,151.899292,3.009,28.236,0,0,123.666664,123,121.800003,121.366669,120.166664,120.766668,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.63,29.346,69.48,37.408,36.72,100.279,NatG-1,39237.30571,107153.5343,,1074,912.015,37.927988,32.207536,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.167658,31.565526,39715.65244,33729.47165
7/16/2024,24:58.6,3476.45,4911.39,116.71,2.2974,114.8,126.88,0,60.012,268.1,0.4281,1.57539,1.392169,4909,15.175,0,60.2,3,Starting Draw after Cutout.... 0.344 13633 2.408 2.994 3.000 ,121.8,57.622929,58.214286,102.033333,68.900002,28.113,3.003,7.43,0.04,0.013,0,24.969611,8.341801,57.872864,234.499725,405.109689,48.560376,7.051281,151.899246,3.014,28.309,0,0,123.699997,123,121.800003,121.366669,120.166664,120.766668,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.48,37.458,36.769,100.293,NatG-1,39289.66486,107168.4941,,1068,912.465,37.7161,32.223428,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.170957,31.581101,39719.17746,33746.11421
7/16/2024,24:59.7,3477.45,4912.49,116.67,2.2941,114.4,126.92,0,60.01,267.6,0.4275,1.575084,1.392303,4911,15.175,0,60.075,3,Starting Draw after Cutout.... 0.352 13613 2.403 3.006 3.000 ,121.761111,57.627811,58.200001,102,68.900002,28.173,3.008,7.43,0.041,0.01,0,25.071004,8.341987,57.849773,235.002463,405.109689,48.560376,7.051585,151.899307,3.027,28.37,0,0,123.699997,122.933334,121.800003,121.300003,120.133331,120.699997,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.48,37.428,36.739,100.308,NatG-1,39257.60824,107184.5224,,1080,912.9,38.139876,32.23879,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.173416,31.596157,39721.80525,33762.20201
7/16/2024,25:01.2,3478.45,4913.93,116.66,2.2941,114.5,126.95,0,60.01,267.6,0.4277,1.579399,1.392937,4912,15.175,0,60.0125,3,Starting Draw after Cutout.... 0.250 13602 2.401 3.008 3.000 ,121.83889,57.635947,58.179592,102,68.900002,28.242,3.007,7.43,0.043,0.009,0,25.174395,8.342108,57.83783,235.578578,405.109689,48.560376,7.049756,151.899292,3.039,28.439,0,0,123.766668,122.900002,121.900002,121.400002,120.266668,120.800001,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.63,29.346,69.48,37.441,36.753,100.319,NatG-1,39272.568,107196.2765,,1074,913.215,37.927988,32.249914,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.175036,31.607059,39723.53584,33773.85181
7/16/2024,25:02.6,3480.45,4915.39,116.71,2.2968,114.7,127,0,60.011,268.1,0.428,1.576062,1.394825,4913,15.175,0,60.025,3,Starting Draw after Cutout.... 0.348 13605 2.401 3.007 3.000 ,121.911112,57.645414,58.165306,102,68.900002,28.311,3.008,7.44,0.044,0.007,0,25.207837,8.342112,57.83807,236.155149,405.109689,48.560376,7.055266,151.89917,3.043,28.509,0,0,123.800003,122.933334,122,121.5,120.333336,120.900002,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.48,37.428,36.739,100.334,NatG-1,39257.60824,107212.3048,,1074,913.635,37.927988,32.264746,68.199997,7.44,29.318,0.980091,0.984466,0.995556,0,37.173364,31.622376,39721.74952,33790.21922
7/16/2024,25:03.7,3481.45,4916.51,116.72,2.2976,114.7,127.05,0,60.009,268.2,0.4275,1.579866,1.396333,4915,15.175,0,60.025,3,Starting Draw after Cutout.... 0.500 13604 2.401 3.009 3.000 ,121.933334,57.653402,58.169387,102,68.900002,28.371,3.01,7.44,0.043,0.008,0,25.146488,8.341975,57.854504,236.650098,405.109689,48.560376,7.059909,151.899109,3.036,28.569,0,0,123.800003,123,122,121.5,120.400002,120.900002,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.63,29.346,69.48,37.445,36.756,100.349,NatG-1,39275.77366,107228.3331,,1074,914.055,37.927988,32.279578,68.199997,7.44,29.318,0.980091,0.984466,0.995556,0,37.16762,31.636913,39715.61136,33805.75266
7/16/2024,25:05.1,3482.45,4917.91,116.68,2.2955,114.5,127.08,0,60.007,267.8,0.4275,1.578741,1.395698,4916,15.175,0,60.0125,3,Starting Draw after Cutout.... 0.250 13602 2.400 3.010 3.000 ,121.955556,57.659171,58.204081,102,68.900002,28.439,3.007,7.45,0.044,0.006,0,25.040422,8.341996,57.85342,237.220869,405.109689,48.560376,7.062119,151.898987,3.023,28.637,0,0,123.800003,123.066666,122.066666,121.533333,120.400002,120.866669,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.48,37.425,36.736,100.36,NatG-1,39254.40258,107240.0872,,1074,914.385,37.927988,32.291232,68.199997,7.45,29.318,0.980115,0.984466,0.99558,0,37.162702,31.649117,39710.35671,33818.79251
7/16/2024,25:06.6,3484.45,4919.38,116.68,2.2961,114.7,127.13,0,60.007,267.9,0.428,1.577588,1.396812,4917,15.175,0,60.0625,3,Starting Draw after Cutout.... 0.302 13611 2.403 3.007 3.000 ,121.988889,57.663018,58.259184,102,68.900002,28.513,2.995,7.44,0.043,0.006,0,24.945822,8.341963,57.857307,237.838887,405.109689,48.560376,7.060339,151.898987,3.011,28.712,0,0,123.800003,123.133331,122.099998,121.599998,120.366669,120.933334,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.48,37.431,36.746,100.376,NatG-1,39265.08812,107257.184,,1068,914.85,37.7161,32.307653,68.199997,7.44,29.318,0.980091,0.984466,0.995556,0,37.156963,31.664429,39704.22378,33835.15524
7/16/2024,25:08.1,3485.45,4920.89,116.72,2.2975,114.6,127.18,0,60.007,268.1,0.4275,1.577236,1.396847,4919,15.175,0,60.2375,3,Starting Draw after Cutout.... 0.391 13638 2.410 2.989 3.000 ,122.022222,57.664645,58.308163,102,68.900002,28.584,2.985,7.44,0.043,0.005,-0.001,24.892376,8.34199,57.853325,238.436212,405.109689,48.560376,7.057518,151.898788,3.005,28.784,0,0,123.800003,123.233332,122.166664,121.599998,120.300003,121.033333,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.345,69.48,37.415,36.729,100.39,NatG-1,39246.9227,107272.1438,,1062,915.285,37.504211,32.323015,68.199997,7.44,29.318,0.980091,0.984466,0.995556,0,37.151247,31.679486,39698.1166,33851.24344
7/16/2024,25:09.2,3486.45,4922,116.74,2.2986,114.8,127.23,0,60.009,268.3,0.4278,1.579266,1.396608,4920,15.175,0,60.35,3,Starting Draw after Cutout.... 0.500 13657 2.414 2.982 3.000 ,122.066667,57.661834,58.334694,102,68.900002,28.644,2.982,7.43,0.043,0.006,0,24.864611,8.341973,57.853882,238.932437,405.109689,48.560376,7.058206,151.898621,3.002,28.844,0,0,123.800003,123.300003,122.233332,121.666664,120.300003,121.099998,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.63,29.346,69.48,37.425,36.739,100.405,NatG-1,39257.60824,107288.1721,,1068,915.735,37.7161,32.338907,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.143909,31.694278,39690.27577,33867.05013
7/16/2024,25:10.7,3488.45,4923.42,116.68,2.2963,114.7,127.26,0,60.007,267.9,0.428,1.577973,1.396812,4921,15.175,0,60.35,3,Starting Draw after Cutout.... 0.447 13657 2.414 2.982 3.000 ,122.111112,57.656361,58.351021,102,68.900002,28.711,2.984,7.43,0.042,0.001,0,24.862693,8.342113,57.836906,239.492094,405.109689,48.560376,7.058407,151.898636,3.001,28.912,0,0,123.833336,123.333336,122.300003,121.699997,120.400002,121.099998,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.346,69.48,37.431,36.743,100.417,NatG-1,39261.88246,107300.9948,,1074,916.05,37.927988,32.350031,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.134163,31.705181,39679.86132,33878.69992
7/16/2024,25:12.1,3489.45,4924.88,116.72,2.297,114.5,127.31,0,60.007,268.1,0.4273,1.577579,1.395219,4923,15.175,0,60.3,3,Starting Draw after Cutout.... 0.500 13648 2.412 2.984 3.000 ,122.15,57.650296,58.375511,102,68.900002,28.782,2.986,7.44,0.043,0.004,0,24.885207,8.342096,57.837009,240.079884,405.109689,48.560376,7.058292,151.898544,3.004,28.983,0,0,123.866669,123.333336,122.366669,121.699997,120.5,121.133331,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.63,29.346,69.48,37.418,36.733,100.431,NatG-1,39251.19692,107315.9545,,1074,916.47,37.927988,32.364863,68.199997,7.44,29.318,0.980091,0.984466,0.995556,0,37.122016,31.7205,39666.88108,33895.06992
7/16/2024,25:13.2,3490.45,4926,116.79,2.3014,114.9,127.35,0,60.006,268.8,0.4277,1.578039,1.392842,4924,15.175,0,60.2375,3,Starting Draw after Cutout.... 0.380 13639 2.410 2.986 3.000 ,122.155556,57.645858,58.410205,101.933334,68.900002,28.842,2.988,7.42,0.043,0.004,0,24.92603,8.342182,57.826279,240.578538,405.109689,48.560376,7.057253,151.898392,3.009,29.042,0,0,123.900002,123.300003,122.466667,121.699997,120.466667,121.099998,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.63,29.346,69.48,37.402,36.716,100.446,NatG-1,39233.0315,107331.9828,,1074,916.89,37.927988,32.379695,68.199997,7.42,29.318,0.980042,0.984466,0.995507,0,37.111478,31.73347,39655.6214,33908.92873
7/16/2024,25:14.7,3492.45,4927.42,116.77,2.3,114.8,127.39,0,60.006,268.6,0.4275,1.577739,1.391453,4925,15.175,0,60.2,3,Starting Draw after Cutout.... 0.250 13632 2.408 2.988 3.000 ,122.194445,57.643639,58.444899,101.900002,68.900002,28.912,3,7.43,0.044,0.004,0,24.991526,8.342207,57.824562,241.16267,405.109689,48.560376,7.059307,151.898437,3.017,29.113,0,0,123.966667,123.366669,122.566666,121.766668,120.400002,121.099998,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.63,29.347,69.48,37.425,36.736,100.458,NatG-1,39254.40258,107344.8055,,1074,917.235,37.927988,32.391879,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.103371,31.746194,39646.95834,33922.52532
7/16/2024,25:16.1,3493.45,4928.89,116.74,2.2989,114.7,127.43,0,60.007,268.4,0.4274,1.573535,1.390183,4927,15.175,0,60.0375,3,Starting Draw after Cutout.... 0.353 13606 2.402 3.008 3.000 ,122.233334,57.642751,58.451021,101.900002,68.900002,28.985,3.015,7.44,0.043,0.005,0,25.097661,8.342382,57.802986,241.774934,405.109689,48.560376,7.063247,151.898453,3.03,29.187,0,0,124,123.466667,122.599998,121.800003,120.400002,121.133331,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.344,69.48,37.405,36.716,100.473,NatG-1,39233.0315,107360.8338,,1068,917.67,37.7161,32.407241,68.199997,7.44,29.318,0.980091,0.984466,0.995556,0,37.094442,31.762034,39637.41696,33939.45117
7/16/2024,25:17.6,3495.45,4930.38,116.73,2.2983,114.8,127.48,0,60.008,268.3,0.4278,1.573163,1.390902,4928,15.175,0,59.8625,3,Starting Draw after Cutout.... 0.500 13579 2.395 3.015 3.000 ,122.244445,57.641716,58.416327,101.900002,68.900002,29.06,3.019,7.43,0.043,0.004,0,25.204998,8.342209,57.828945,242.403474,405.109689,48.560376,7.063349,151.898392,3.043,29.263,0,0,124,123.5,122.599998,121.800003,120.400002,121.166664,0,1,0,0,0,1068.554,1049.97,1386.202,0.594,92.355,6.897,0.375,0.038,0,0.321,0,0.008,0.005,0.001,0,29.98,0.64,29.344,69.48,37.445,36.756,100.487,NatG-1,39275.77366,107375.7936,,1074,918.105,37.927988,32.422603,68.199997,7.43,29.318,0.980066,0.984466,0.995531,0,37.088768,31.776306,39631.35421,33954.70093
